concept:name;case:concept:name;time:timestamp;end;type;user;travel_start;travel_end;cost
file travel expense report;5315;30.10.17 06:45;30.10.17 07:02;Employee;EC1664;20.10.17;22.10.17;
check if expense documents exist;5315;30.10.17 06:59;30.10.17 06:36;Employee;EC1664;20.10.17;22.10.17;
confirm travel expense report;5315;30.10.17 07:02;30.10.17 07:04;Employee;EC1664;20.10.17;22.10.17;
decide on travel expense approval;5315;30.10.17 13:10;30.10.17 13:15;Manager;MA6233;20.10.17;22.10.17;
send original documents to archive;5315;07.11.17 05:59;07.11.17 06:38;Employee;EC1664;20.10.17;22.10.17;
calculate payments;5315;12.12.17 08:11;12.12.17 09:13;Accounting;GU1789;20.10.17;22.10.17;398,14
file travel request;5316;29.08.17 20:58;29.08.17 21:40;Employee;KK1652;09.10.17;16.10.17;1070,17
check if travel request needs preliminary price inquiry;5316;29.08.17 21:40;29.08.17 21:40;;;09.10.17;16.10.17;
decide on approval requirements;5316;29.08.17 21:40;29.08.17 21:41;;;09.10.17;16.10.17;
forward request to approver;5316;29.08.17 21:41;29.08.17 21:42;;;09.10.17;16.10.17;
decide on request;5316;30.08.17 13:59;30.08.17 14:01;Manager;DY1868;09.10.17;16.10.17;
check if booking is necessary;5316;12.09.17 12:22;12.09.17 12:24;Travel Department;WG5857;09.10.17;16.10.17;
check if expense documents exist;5316;23.10.17 06:59;23.10.17 08:11;Employee;KK1652;09.10.17;16.10.17;
upload travel expense documents;5316;23.10.17 08:11;23.10.17 08:32;Employee;KK1652;09.10.17;16.10.17;
file travel expense report;5316;23.10.17 08:32;23.10.17 08:36;Employee;KK1652;09.10.17;16.10.17;
confirm travel expense report;5316;23.10.17 08:36;23.10.17 08:37;Employee;KK1652;09.10.17;16.10.17;
decide on travel expense approval;5316;23.10.17 14:12;23.10.17 14:18;Manager;DY1868;09.10.17;16.10.17;
send original documents to archive;5316;06.11.17 06:59;06.11.17 06:20;Employee;KK1652;09.10.17;16.10.17;
calculate payments;5316;28.11.17 08:59;28.11.17 08:50;Accounting;WO40;09.10.17;16.10.17;1069,66
pay expenses;5316;01.12.17 08:14;01.12.17 08:23;Accounting;WO40;09.10.17;16.10.17;1069,66
file travel request;5317;29.08.17 22:18;29.08.17 22:36;Employee;HF370;08.11.17;09.11.17;178,58
check if travel request needs preliminary price inquiry;5317;29.08.17 22:36;29.08.17 22:37;;;08.11.17;09.11.17;
decide on approval requirements;5317;29.08.17 22:37;29.08.17 22:38;;;08.11.17;09.11.17;
check if booking is necessary;5317;12.09.17 10:44;12.09.17 10:47;Travel Department;KS9688;08.11.17;09.11.17;
prepare booking proposal;5317;25.09.17 13:37;25.09.17 15:10;Travel Department;KS9688;08.11.17;09.11.17;
send booking proposal to employee;5317;06.10.17 11:28;06.10.17 11:31;Travel Department;KS9688;08.11.17;09.11.17;
check booking proposal;5317;06.10.17 14:39;06.10.17 14:44;Employee;HF370;08.11.17;09.11.17;
book travel;5317;20.10.17 09:53;20.10.17 12:40;Travel Department;KS9688;08.11.17;09.11.17;
check if expense documents exist;5317;17.11.17 21:44;17.11.17 22:28;Employee;HF370;08.11.17;09.11.17;
decide on request;5317;19.11.17 13:20;19.11.17 13:24;Manager;JH852;08.11.17;09.11.17;
upload travel expense documents;5317;20.11.17 05:59;20.11.17 06:09;Employee;HF370;08.11.17;09.11.17;
file travel expense report;5317;20.11.17 06:09;20.11.17 06:30;Employee;HF370;08.11.17;09.11.17;
confirm travel expense report;5317;20.11.17 06:30;20.11.17 06:32;Employee;HF370;08.11.17;09.11.17;
decide on travel expense approval;5317;20.11.17 12:59;20.11.17 13:02;Manager;OX4346;08.11.17;09.11.17;
send original documents to archive;5317;27.11.17 05:59;27.11.17 06:24;Employee;HF370;08.11.17;09.11.17;
calculate payments;5317;11.12.17 08:46;11.12.17 09:08;Accounting;FI12;08.11.17;09.11.17;123,46
pay expenses;5317;19.12.17 09:47;19.12.17 09:52;Accounting;FI12;08.11.17;09.11.17;4,46
file travel request;5320;30.08.17 06:59;30.08.17 07:36;Employee;WP7913;30.11.17;02.12.17;249,74
check if travel request needs preliminary price inquiry;5320;30.08.17 07:36;30.08.17 07:36;;;30.11.17;02.12.17;
decide on approval requirements;5320;30.08.17 07:36;30.08.17 07:38;;;30.11.17;02.12.17;
check if booking is necessary;5320;12.09.17 10:53;12.09.17 10:56;Travel Department;KS9688;30.11.17;02.12.17;
check if expense documents exist;5320;04.12.17 05:59;04.12.17 06:11;Employee;WP7913;30.11.17;02.12.17;
upload travel expense documents;5320;04.12.17 06:11;04.12.17 06:22;Employee;WP7913;30.11.17;02.12.17;
file travel expense report;5320;04.12.17 06:22;04.12.17 06:26;Employee;WP7913;30.11.17;02.12.17;
confirm travel expense report;5320;04.12.17 06:26;04.12.17 06:30;Employee;WP7913;30.11.17;02.12.17;
decide on travel expense approval;5320;04.12.17 13:03;04.12.17 13:03;Manager;MA6233;30.11.17;02.12.17;
send request for travel expense correction;5320;04.12.17 13:03;04.12.17 13:04;;;30.11.17;02.12.17;
correct travel expense report;5320;04.12.17 14:31;04.12.17 15:24;Employee;WP7913;30.11.17;02.12.17;
decide on travel expense approval;5320;05.12.17 12:59;05.12.17 13:06;Manager;MA6233;30.11.17;02.12.17;
send request for travel expense correction;5320;05.12.17 13:06;05.12.17 13:07;;;30.11.17;02.12.17;
correct travel expense report;5320;15.12.17 05:59;15.12.17 07:05;Employee;WP7913;30.11.17;02.12.17;
decide on travel expense approval;5320;15.12.17 12:59;15.12.17 13:03;Manager;MA6233;30.11.17;02.12.17;
send request for travel expense correction;5320;15.12.17 13:03;15.12.17 13:05;;;30.11.17;02.12.17;
correct travel expense report;5320;22.12.17 05:59;22.12.17 06:45;Employee;WP7913;30.11.17;02.12.17;
decide on travel expense approval;5320;22.12.17 12:59;22.12.17 13:01;Manager;MA6233;30.11.17;02.12.17;
file travel request;5328;30.08.17 14:58;30.08.17 15:19;Employee;GK1844;;;323,47
check if travel request needs preliminary price inquiry;5328;30.08.17 15:19;30.08.17 15:20;;;;;
prepare booking proposal;5328;12.09.17 13:22;12.09.17 14:51;Travel Department;NV2279;;;
send booking proposal to employee;5328;25.09.17 16:43;25.09.17 16:47;Travel Department;NV2279;;;
check booking proposal;5328;25.09.17 22:10;25.09.17 22:17;Employee;GK1844;;;
transform price inquiry to travel request;5328;25.09.17 22:18;25.09.17 22:18;Employee;GK1844;;;
decide on approval requirements;5328;25.09.17 22:18;25.09.17 22:20;;;;;
check if booking is necessary;5328;06.10.17 14:23;06.10.17 14:26;Travel Department;NV2279;;;
prepare booking proposal;5328;20.10.17 09:04;20.10.17 09:59;Travel Department;NV2279;;;
send booking proposal to employee;5328;03.11.17 08:59;03.11.17 08:03;Travel Department;NV2279;;;
check booking proposal;5328;03.11.17 12:30;03.11.17 12:34;Employee;GK1844;;;
book travel;5328;17.11.17 10:40;17.11.17 12:49;Travel Department;NV2279;;;
file travel request;5334;31.08.17 06:59;31.08.17 07:14;Employee;UD1730;;;445,26
check if travel request needs preliminary price inquiry;5334;31.08.17 07:14;31.08.17 07:15;;;;;
prepare booking proposal;5334;12.09.17 16:11;12.09.17 16:54;Travel Department;NV2279;;;
send booking proposal to employee;5334;26.09.17 11:34;26.09.17 11:37;Travel Department;NV2279;;;
check booking proposal;5334;26.09.17 14:51;26.09.17 14:52;Employee;UD1730;;;
check if price inquiry is still needed and up to date;5334;02.10.17 06:59;02.10.17 07:02;Employee;UD1730;;;
request update of the booking proposal;5334;02.10.17 07:02;02.10.17 07:02;Employee;UD1730;;;
prepare booking proposal;5334;12.10.17 11:57;12.10.17 13:54;Travel Department;NV2279;;;
send booking proposal to employee;5334;26.10.17 16:27;26.10.17 16:31;Travel Department;NV2279;;;
check booking proposal;5334;26.10.17 19:07;26.10.17 19:11;Employee;UD1730;;;
transform price inquiry to travel request;5334;26.10.17 19:16;26.10.17 19:16;Employee;UD1730;;;
decide on approval requirements;5334;26.10.17 19:16;26.10.17 19:16;;;;;
check if booking is necessary;5334;09.11.17 13:52;09.11.17 12:54;Travel Department;NV2279;;;
prepare booking proposal;5334;23.11.17 12:37;23.11.17 13:55;Travel Department;NV2279;;;
send booking proposal to employee;5334;07.12.17 07:59;07.12.17 08:01;Travel Department;NV2279;;;
check booking proposal;5334;07.12.17 10:13;07.12.17 10:18;Employee;UD1730;;;
check if travel request is still needed and up to date;5334;18.12.17 05:59;18.12.17 06:28;Employee;UD1730;;;
request update of the booking proposal;5334;18.12.17 06:28;18.12.17 06:28;Employee;UD1730;;;
file travel request;5335;31.08.17 06:59;31.08.17 07:23;Employee;MA9069;;;207,41
check if travel request needs preliminary price inquiry;5335;31.08.17 07:23;31.08.17 07:23;;;;;
decide on approval requirements;5335;31.08.17 07:23;31.08.17 07:25;;;;;
check if booking is necessary;5335;12.09.17 16:44;12.09.17 16:49;Travel Department;AW2532;;;
prepare booking proposal;5335;26.09.17 10:33;26.09.17 12:07;Travel Department;AW2532;;;
send booking proposal to employee;5335;09.10.17 08:59;09.10.17 09:02;Travel Department;AW2532;;;
check booking proposal;5335;09.10.17 11:23;09.10.17 11:27;Employee;MA9069;;;
book travel;5335;23.10.17 09:08;23.10.17 11:16;Travel Department;AW2532;;;
file travel request;5338;31.08.17 06:59;31.08.17 07:18;Employee;YF4918;;;575,57
check if travel request needs preliminary price inquiry;5338;31.08.17 07:18;31.08.17 07:20;;;;;
prepare booking proposal;5338;12.09.17 16:12;12.09.17 16:51;Travel Department;WG5857;;;
send booking proposal to employee;5338;26.09.17 11:31;26.09.17 11:34;Travel Department;WG5857;;;
check booking proposal;5338;26.09.17 12:32;26.09.17 12:39;Employee;YF4918;;;
transform price inquiry to travel request;5338;26.09.17 12:45;26.09.17 12:46;Employee;YF4918;;;
decide on approval requirements;5338;26.09.17 12:46;26.09.17 12:46;;;;;
forward request to approver;5338;26.09.17 12:46;26.09.17 12:47;;;;;
decide on request;5338;26.09.17 13:59;26.09.17 14:06;Manager;TD8091;;;
send request for correction;5338;26.09.17 14:06;26.09.17 14:07;;;;;
correct request;5338;12.10.17 05:07;12.10.17 05:17;Employee;YF4918;;;
decide on approval requirements;5338;12.10.17 05:17;12.10.17 05:19;;;;;
forward request to approver;5338;12.10.17 05:19;12.10.17 05:19;;;;;
check if booking is necessary;5338;26.10.17 13:07;26.10.17 13:10;Travel Department;WG5857;;;
prepare booking proposal;5338;09.11.17 08:59;09.11.17 08:43;Travel Department;WG5857;;;
send booking proposal to employee;5338;23.11.17 09:43;23.11.17 09:45;Travel Department;WG5857;;;
check booking proposal;5338;23.11.17 14:36;23.11.17 14:41;Employee;YF4918;;;
book travel;5338;07.12.17 08:35;07.12.17 09:07;Travel Department;WG5857;;;
file travel request;5340;31.08.17 09:03;31.08.17 09:17;Employee;MK1467;30.12.17;30.12.17;71,64
check if travel request needs preliminary price inquiry;5340;31.08.17 09:17;31.08.17 09:19;;;30.12.17;30.12.17;
prepare booking proposal;5340;13.09.17 08:59;13.09.17 10:55;Travel Department;JV9257;30.12.17;30.12.17;
send booking proposal to employee;5340;26.09.17 16:39;26.09.17 16:43;Travel Department;JV9257;30.12.17;30.12.17;
check booking proposal;5340;26.09.17 17:39;26.09.17 17:50;Employee;MK1467;30.12.17;30.12.17;
transform price inquiry to travel request;5340;26.09.17 17:53;26.09.17 17:53;Employee;MK1467;30.12.17;30.12.17;
decide on approval requirements;5340;26.09.17 17:53;26.09.17 17:54;;;30.12.17;30.12.17;
check if booking is necessary;5340;09.10.17 11:58;09.10.17 11:59;Travel Department;JV9257;30.12.17;30.12.17;
prepare booking proposal;5340;23.10.17 09:56;23.10.17 10:26;Travel Department;JV9257;30.12.17;30.12.17;
send booking proposal to employee;5340;06.11.17 13:29;06.11.17 12:32;Travel Department;JV9257;30.12.17;30.12.17;
check booking proposal;5340;06.11.17 14:37;06.11.17 14:40;Employee;MK1467;30.12.17;30.12.17;
book travel;5340;21.11.17 10:22;21.11.17 12:18;Travel Department;JV9257;30.12.17;30.12.17;
file travel request;5362;01.09.17 17:47;01.09.17 18:01;Employee;WK3041;;;4156,84
check if travel request needs preliminary price inquiry;5362;01.09.17 18:01;01.09.17 18:02;;;;;
prepare booking proposal;5362;13.09.17 16:47;13.09.17 17:57;Travel Department;AW2532;;;
send booking proposal to employee;5362;27.09.17 14:11;27.09.17 14:14;Travel Department;AW2532;;;
check booking proposal;5362;27.09.17 15:24;27.09.17 15:26;Employee;WK3041;;;
check if price inquiry is still needed and up to date;5362;06.10.17 17:46;06.10.17 18:01;Employee;WK3041;;;
request update of the booking proposal;5362;06.10.17 18:01;06.10.17 18:01;Employee;WK3041;;;
prepare booking proposal;5362;20.10.17 12:01;20.10.17 13:33;Travel Department;AW2532;;;
send booking proposal to employee;5362;03.11.17 11:07;03.11.17 10:10;Travel Department;AW2532;;;
check booking proposal;5362;03.11.17 12:54;03.11.17 12:59;Employee;WK3041;;;
transform price inquiry to travel request;5362;03.11.17 13:01;03.11.17 13:01;Employee;WK3041;;;
decide on approval requirements;5362;03.11.17 13:01;03.11.17 13:02;;;;;
forward request to approver;5362;03.11.17 13:02;03.11.17 13:02;;;;;
decide on request;5362;03.11.17 13:02;03.11.17 13:06;Manager;MV9004;;;
send request for correction;5362;03.11.17 13:06;03.11.17 13:07;;;;;
correct request;5362;20.11.17 20:07;20.11.17 20:41;Employee;WK3041;;;
decide on approval requirements;5362;20.11.17 20:41;20.11.17 20:42;;;;;
forward request to approver;5362;20.11.17 20:42;20.11.17 20:43;;;;;
check if booking is necessary;5362;04.12.17 10:23;04.12.17 10:25;Travel Department;AW2532;;;
file travel request;5377;04.09.17 06:59;04.09.17 07:35;Employee;CG1288;24.10.17;27.10.17;339,26
check if travel request needs preliminary price inquiry;5377;04.09.17 07:35;04.09.17 07:36;;;24.10.17;27.10.17;
prepare booking proposal;5377;14.09.17 13:57;14.09.17 14:53;Travel Department;WG5857;24.10.17;27.10.17;
send booking proposal to employee;5377;28.09.17 15:23;28.09.17 15:28;Travel Department;WG5857;24.10.17;27.10.17;
check booking proposal;5377;28.09.17 18:14;28.09.17 18:17;Employee;CG1288;24.10.17;27.10.17;
transform price inquiry to travel request;5377;28.09.17 18:25;28.09.17 18:25;Employee;CG1288;24.10.17;27.10.17;
decide on approval requirements;5377;28.09.17 18:25;28.09.17 18:26;;;24.10.17;27.10.17;
check if booking is necessary;5377;11.10.17 08:59;11.10.17 09:01;Travel Department;WG5857;24.10.17;27.10.17;
upload travel expense documents;5377;06.11.17 06:31;06.11.17 06:35;Employee;CG1288;24.10.17;27.10.17;
file travel expense report;5377;06.11.17 06:35;06.11.17 07:00;Employee;CG1288;24.10.17;27.10.17;
check if expense documents exist;5377;06.11.17 06:59;06.11.17 06:31;Employee;CG1288;24.10.17;27.10.17;
confirm travel expense report;5377;06.11.17 07:00;06.11.17 07:01;Employee;CG1288;24.10.17;27.10.17;
decide on travel expense approval;5377;06.11.17 13:07;06.11.17 13:12;Manager;TD8091;24.10.17;27.10.17;
send original documents to archive;5377;24.11.17 05:59;24.11.17 06:21;Employee;CG1288;24.10.17;27.10.17;
calculate payments;5377;27.11.17 07:59;27.11.17 08:15;Accounting;JK6642;24.10.17;27.10.17;364,15
pay expenses;5377;06.12.17 08:08;06.12.17 08:18;Accounting;JK6642;24.10.17;27.10.17;364,15
file travel request;5383;04.09.17 06:59;04.09.17 07:23;Employee;KV9879;09.10.17;13.10.17;403,94
check if travel request needs preliminary price inquiry;5383;04.09.17 07:23;04.09.17 07:23;;;09.10.17;13.10.17;
decide on approval requirements;5383;04.09.17 07:23;04.09.17 07:25;;;09.10.17;13.10.17;
check if booking is necessary;5383;14.09.17 13:52;14.09.17 13:55;Travel Department;WG5857;09.10.17;13.10.17;
check if expense documents exist;5383;16.10.17 13:16;16.10.17 13:51;Employee;KV9879;09.10.17;13.10.17;
upload travel expense documents;5383;16.10.17 13:51;16.10.17 14:02;Employee;KV9879;09.10.17;13.10.17;
file travel expense report;5383;16.10.17 14:02;16.10.17 14:06;Employee;KV9879;09.10.17;13.10.17;
confirm travel expense report;5383;16.10.17 14:06;16.10.17 14:07;Employee;KV9879;09.10.17;13.10.17;
decide on travel expense approval;5383;16.10.17 14:10;16.10.17 14:14;Manager;IC4569;09.10.17;13.10.17;
send request for travel expense correction;5383;16.10.17 14:14;16.10.17 14:14;;;09.10.17;13.10.17;
correct travel expense report;5383;25.10.17 07:50;25.10.17 09:03;Employee;KV9879;09.10.17;13.10.17;
decide on travel expense approval;5383;25.10.17 14:01;25.10.17 14:07;Manager;IC4569;09.10.17;13.10.17;
send original documents to archive;5383;13.11.17 06:59;13.11.17 06:03;Employee;KV9879;09.10.17;13.10.17;
calculate payments;5383;13.11.17 08:59;13.11.17 08:40;Accounting;CX8911;09.10.17;13.10.17;432,05
pay expenses;5383;24.11.17 12:35;24.11.17 12:47;Accounting;CX8911;09.10.17;13.10.17;432,05
file travel request;5391;04.09.17 06:59;04.09.17 07:18;Employee;PO4272;21.10.17;22.10.17;141,75
check if travel request needs preliminary price inquiry;5391;04.09.17 07:18;04.09.17 07:18;;;21.10.17;22.10.17;
decide on approval requirements;5391;04.09.17 07:18;04.09.17 07:19;;;21.10.17;22.10.17;
check if booking is necessary;5391;14.09.17 13:13;14.09.17 13:15;Travel Department;KS9688;21.10.17;22.10.17;
check if expense documents exist;5391;24.10.17 18:16;24.10.17 18:37;Employee;PO4272;21.10.17;22.10.17;
upload travel expense documents;5391;24.10.17 18:37;24.10.17 18:52;Employee;PO4272;21.10.17;22.10.17;
file travel expense report;5391;24.10.17 18:52;24.10.17 19:08;Employee;PO4272;21.10.17;22.10.17;
confirm travel expense report;5391;24.10.17 19:08;24.10.17 19:12;Employee;PO4272;21.10.17;22.10.17;
decide on travel expense approval;5391;25.10.17 13:59;25.10.17 14:03;Manager;OX4346;21.10.17;22.10.17;
send original documents to archive;5391;06.11.17 06:59;06.11.17 06:19;Employee;PO4272;21.10.17;22.10.17;
calculate payments;5391;10.11.17 09:05;10.11.17 08:58;Accounting;FI12;21.10.17;22.10.17;140,38
pay expenses;5391;20.11.17 09:29;20.11.17 09:39;Accounting;FI12;21.10.17;22.10.17;140,38
file travel request;5398;04.09.17 06:59;04.09.17 07:11;Employee;VP8299;;;274,84
check if travel request needs preliminary price inquiry;5398;04.09.17 07:11;04.09.17 07:11;;;;;
decide on approval requirements;5398;04.09.17 07:11;04.09.17 07:13;;;;;
check if booking is necessary;5398;14.09.17 12:43;14.09.17 12:47;Travel Department;NV2279;;;
prepare booking proposal;5398;28.09.17 12:31;28.09.17 13:42;Travel Department;NV2279;;;
