stage;activity;case;start;end;case start;case end;previous;current;waiting_time_day;waiting_time_min;activity_duration_min;total_min;total_days;previous;case_aggregate_min;case_aggregate_days;type;user;till_trip_starts;travel_start;travel_end;travel_duration;since_trip_end;cost;kind_of_non-conformance
planning;transform price inquiry to travel request;5439;02.10.17 16:18;02.10.17 16:18;NO;NO;check booking proposal;transform price inquiry to travel request;0,01;10;0;10;0,01;37608;37618;26,12;Employee;YG867;;;;;;;truly non-conforming
planning;decide on approval requirements;5439;02.10.17 16:18;02.10.17 16:19;NO;NO;transform price inquiry to travel request;decide on approval requirements;0;0;1;1;0;37618;37619;26,12;;;;;;;;;truly non-conforming
planning;check if booking is necessary;5439;13.10.17 13:40;13.10.17 13:44;NO;NO;decide on approval requirements;check if booking is necessary;10,89;15681;4;15685;10,89;37619;53304;37,02;Travel Department;WG5857;;;;;;;truly non-conforming
planning;prepare booking proposal;5439;27.10.17 14:35;27.10.17 16:10;NO;NO;check if booking is necessary;prepare booking proposal;14,04;20211;95;20306;14,1;53304;73610;51,12;Travel Department;WG5857;;;;;;;truly non-conforming
planning;send booking proposal to employee;5439;10.11.17 09:01;10.11.17 08:04;NO;NO;prepare booking proposal;send booking proposal to employee;13,7;19731;-57;19674;13,66;73610;93284;64,78;Travel Department;WG5857;;;;;;;truly non-conforming
planning;check booking proposal;5439;10.11.17 12:31;10.11.17 12:36;NO;NO;send booking proposal to employee;check booking proposal;0,19;267;5;272;0,19;93284;93556;64,97;Employee;YG867;;;;;;;truly non-conforming
planning;check if travel request is still needed and up to date;5439;16.11.17 12:38;16.11.17 13:25;NO;NO;check booking proposal;check if travel request is still needed and up to date;6;8642;47;8689;6,03;93556;102245;71;Employee;YG867;;;;;;;truly non-conforming
planning;request update of the booking proposal;5439;16.11.17 13:25;16.11.17 13:25;NO;NO;check if travel request is still needed and up to date;request update of the booking proposal;0;0;0;0;0;102245;102245;71;Employee;YG867;;;;;;;truly non-conforming
planning;prepare booking proposal;5439;29.11.17 15:24;29.11.17 16:21;NO;NO;request update of the booking proposal;prepare booking proposal;13,08;18839;57;18896;13,12;102245;121141;84,13;Travel Department;WG5857;;;;;;;truly non-conforming
planning;send booking proposal to employee;5439;14.12.17 13:57;14.12.17 14:01;NO;NO;prepare booking proposal;send booking proposal to employee;14,9;21456;4;21460;14,9;121141;142601;99,03;Travel Department;WG5857;;;;;;;truly non-conforming
planning;check booking proposal;5439;14.12.17 14:16;14.12.17 14:20;NO;NO;send booking proposal to employee;check booking proposal;0,01;15;4;19;0,01;142601;142620;99,04;Employee;YG867;;;;;;;truly non-conforming
planning;book travel;5439;29.12.17 10:34;29.12.17 13:50;NO;YES;check booking proposal;book travel;14,84;21374;196;21570;14,98;142620;164190;114,02;Travel Department;WG5857;;;;;;;truly non-conforming
planning;file travel request;5446;07.09.17 06:59;07.09.17 07:26;YES;NO;book travel;file travel request;;;27;27;0,02;;27;0,02;Employee;SQ8217;47,69;25.10.17;27.10.17;2;;211,7;truly non-conforming
planning;check if travel request needs preliminary price inquiry;5446;07.09.17 07:26;07.09.17 07:27;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;1;1;0;27;28;0,02;;;47,69;25.10.17;27.10.17;2;;;truly non-conforming
planning;decide on approval requirements;5446;07.09.17 07:27;07.09.17 07:28;NO;NO;check if travel request needs preliminary price inquiry;decide on approval requirements;0;0;1;1;0;28;29;0,02;;;47,69;25.10.17;27.10.17;2;;;truly non-conforming
planning;check if booking is necessary;5446;19.09.17 12:37;19.09.17 12:42;NO;NO;decide on approval requirements;check if booking is necessary;12,21;17589;5;17594;12,22;29;17623;12,24;Travel Department;AW2532;35,47;25.10.17;27.10.17;2;;;truly non-conforming
reporting;upload travel expense documents;5446;30.10.17 06:39;30.10.17 06:53;NO;NO;check if booking is necessary;upload travel expense documents;40,75;58677;14;58691;40,76;17623;76314;53;Employee;SQ8217;;25.10.17;27.10.17;2;3,28;;truly non-conforming
reporting;file travel expense report;5446;30.10.17 06:53;30.10.17 06:59;NO;NO;upload travel expense documents;file travel expense report;0;0;6;6;0;76314;76320;53;Employee;SQ8217;;25.10.17;27.10.17;2;3,29;;truly non-conforming
reporting;confirm travel expense report;5446;30.10.17 06:59;30.10.17 07:00;NO;NO;file travel expense report;confirm travel expense report;0;0;1;1;0;76320;76321;53;Employee;SQ8217;;25.10.17;27.10.17;2;3,29;;truly non-conforming
reporting;check if expense documents exist;5446;30.10.17 06:59;30.10.17 06:39;NO;NO;confirm travel expense report;check if expense documents exist;0;-1;-20;-21;-0,01;76321;76300;52,99;Employee;SQ8217;;25.10.17;27.10.17;2;3,29;;truly non-conforming
reporting;decide on travel expense approval;5446;30.10.17 13:09;30.10.17 13:14;NO;NO;check if expense documents exist;decide on travel expense approval;0,27;390;5;395;0,27;76300;76695;53,26;Manager;CV4719;;25.10.17;27.10.17;2;3,55;;truly non-conforming
reporting;send original documents to archive;5446;14.11.17 20:15;14.11.17 20:34;NO;NO;decide on travel expense approval;send original documents to archive;15,29;22021;19;22040;15,31;76695;98735;68,57;Employee;SQ8217;;25.10.17;27.10.17;2;18,84;;truly non-conforming
reporting;calculate payments;5446;17.11.17 14:15;17.11.17 14:57;NO;NO;send original documents to archive;calculate payments;2,74;3941;42;3983;2,77;98735;102718;71,33;Accounting;GU1789;;25.10.17;27.10.17;2;21,59;209,88;truly non-conforming
reporting;pay expenses;5446;27.11.17 10:43;27.11.17 10:50;NO;YES;calculate payments;pay expenses;9,82;14146;7;14153;9,83;102718;116871;81,16;Accounting;GU1789;;25.10.17;27.10.17;2;31,45;209,88;truly non-conforming
planning;file travel request;5460;07.09.17 20:55;07.09.17 21:15;YES;NO;check if booking is necessary;file travel request;;;20;20;0,01;;20;0,01;Employee;OV6637;15,11;23.09.17;11.10.17;18;;4347,49;truly non-conforming
planning;check if travel request needs preliminary price inquiry;5460;07.09.17 21:15;07.09.17 21:15;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;0;0;0;20;20;0,01;;;15,11;23.09.17;11.10.17;18;;;truly non-conforming
planning;decide on approval requirements;5460;07.09.17 21:15;07.09.17 21:16;NO;NO;check if travel request needs preliminary price inquiry;decide on approval requirements;0;0;1;1;0;20;21;0,01;;;15,11;23.09.17;11.10.17;18;;;truly non-conforming
planning;forward request to approver;5460;07.09.17 21:16;07.09.17 21:17;NO;NO;decide on approval requirements;forward request to approver;0;0;1;1;0;21;22;0,02;;;15,11;23.09.17;11.10.17;18;;;truly non-conforming
planning;decide on request;5460;08.09.17 13:59;08.09.17 14:02;NO;NO;forward request to approver;decide on request;0,7;1002;3;1005;0,7;22;1027;0,71;Manager;OX4346;14,42;23.09.17;11.10.17;18;;;truly non-conforming
planning;check if booking is necessary;5460;21.09.17 12:37;21.09.17 12:41;NO;NO;decide on request;check if booking is necessary;12,94;18635;4;18639;12,94;1027;19666;13,66;Travel Department;WG5857;1,47;23.09.17;11.10.17;18;;;truly non-conforming
reporting;check if expense documents exist;5460;16.10.17 06:59;16.10.17 07:35;NO;NO;check if booking is necessary;check if expense documents exist;24,76;35658;36;35694;24,79;19666;55360;38,44;Employee;OV6637;;23.09.17;11.10.17;18;5,29;;truly non-conforming
reporting;upload travel expense documents;5460;16.10.17 07:35;16.10.17 07:49;NO;NO;check if expense documents exist;upload travel expense documents;0;0;14;14;0,01;55360;55374;38,45;Employee;OV6637;;23.09.17;11.10.17;18;5,32;;truly non-conforming
reporting;file travel expense report;5460;16.10.17 07:49;16.10.17 07:58;NO;NO;upload travel expense documents;file travel expense report;0;0;9;9;0,01;55374;55383;38,46;Employee;OV6637;;23.09.17;11.10.17;18;5,33;;truly non-conforming
reporting;confirm travel expense report;5460;16.10.17 07:58;16.10.17 07:59;NO;NO;file travel expense report;confirm travel expense report;0;0;1;1;0;55383;55384;38,46;Employee;OV6637;;23.09.17;11.10.17;18;5,33;;truly non-conforming
reporting;decide on travel expense approval;5460;16.10.17 14:07;16.10.17 14:10;NO;NO;confirm travel expense report;decide on travel expense approval;0,26;368;3;371;0,26;55384;55755;38,72;Manager;OX4346;;23.09.17;11.10.17;18;5,59;;truly non-conforming
reporting;send request for travel expense correction;5460;16.10.17 14:10;16.10.17 14:10;NO;NO;decide on travel expense approval;send request for travel expense correction;0;0;0;0;0;55755;55755;38,72;;;;23.09.17;11.10.17;18;5,59;;truly non-conforming
reporting;correct travel expense report;5460;19.10.17 18:14;19.10.17 19:02;NO;NO;send request for travel expense correction;correct travel expense report;3,17;4564;48;4612;3,2;55755;60367;41,92;Employee;OV6637;;23.09.17;11.10.17;18;8,76;;truly non-conforming
reporting;decide on travel expense approval;5460;20.10.17 13:59;20.10.17 14:01;NO;NO;correct travel expense report;decide on travel expense approval;0,79;1137;2;1139;0,79;60367;61506;42,71;Manager;OX4346;;23.09.17;11.10.17;18;9,58;;truly non-conforming
reporting;send original documents to archive;5460;06.11.17 15:59;06.11.17 15:44;NO;NO;decide on travel expense approval;send original documents to archive;17,08;24598;-15;24583;17,07;61506;86089;59,78;Employee;OV6637;;23.09.17;11.10.17;18;26,67;;truly non-conforming
reporting;calculate payments;5460;13.11.17 09:34;13.11.17 09:25;NO;NO;send original documents to archive;calculate payments;6,74;9710;-9;9701;6,74;86089;95790;66,52;Accounting;WO40;;23.09.17;11.10.17;18;33,4;4334,29;truly non-conforming
reporting;pay expenses;5460;23.11.17 13:47;23.11.17 13:54;NO;YES;calculate payments;pay expenses;10,18;14662;7;14669;10,19;95790;110459;76,71;Accounting;WO40;;23.09.17;11.10.17;18;43,57;4334,29;truly non-conforming
planning;file travel request;5464;08.09.17 06:59;08.09.17 07:12;YES;NO;book travel;file travel request;;;13;13;0,01;;13;0,01;Employee;BW9416;45,7;24.10.17;27.10.17;3;;331,28;truly non-conforming
planning;check if travel request needs preliminary price inquiry;5464;08.09.17 07:12;08.09.17 07:13;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;1;1;0;13;14;0,01;;;45,7;24.10.17;27.10.17;3;;;truly non-conforming
planning;decide on approval requirements;5464;08.09.17 07:13;08.09.17 07:15;NO;NO;check if travel request needs preliminary price inquiry;decide on approval requirements;0;0;2;2;0;14;16;0,01;;;45,7;24.10.17;27.10.17;3;;;truly non-conforming
planning;check if booking is necessary;5464;20.09.17 13:34;20.09.17 13:38;NO;NO;decide on approval requirements;check if booking is necessary;12,26;17659;4;17663;12,27;16;17679;12,28;Travel Department;NV2279;33,43;24.10.17;27.10.17;3;;;truly non-conforming
reporting;file travel expense report;5464;03.11.17 13:53;03.11.17 13:56;NO;NO;check if booking is necessary;file travel expense report;44,01;63375;3;63378;44,01;17679;81057;56,29;Employee;BW9416;;24.10.17;27.10.17;3;7,58;;truly non-conforming
reporting;confirm travel expense report;5464;03.11.17 13:56;03.11.17 13:57;NO;NO;file travel expense report;confirm travel expense report;0;0;1;1;0;81057;81058;56,29;Employee;BW9416;;24.10.17;27.10.17;3;7,58;;truly non-conforming
reporting;check if expense documents exist;5464;03.11.17 14:26;03.11.17 13:53;NO;NO;confirm travel expense report;check if expense documents exist;0,02;29;-33;-4;0;81058;81054;56,29;Employee;BW9416;;24.10.17;27.10.17;3;7,6;;truly non-conforming
reporting;decide on travel expense approval;5464;06.11.17 12:59;06.11.17 13:01;NO;NO;check if expense documents exist;decide on travel expense approval;2,96;4266;2;4268;2,96;81054;85322;59,25;Manager;MV9004;;24.10.17;27.10.17;3;10,54;;truly non-conforming
reporting;send original documents to archive;5464;13.11.17 05:59;13.11.17 06:19;NO;NO;decide on travel expense approval;send original documents to archive;6,71;9658;20;9678;6,72;85322;95000;65,97;Employee;BW9416;;24.10.17;27.10.17;3;17,25;;truly non-conforming
reporting;calculate payments;5464;01.12.17 08:18;01.12.17 08:58;NO;NO;send original documents to archive;calculate payments;18,08;26039;40;26079;18,11;95000;121079;84,08;Accounting;FQ3758;;24.10.17;27.10.17;3;35,35;338,34;truly non-conforming
reporting;pay expenses;5464;07.12.17 07:59;07.12.17 08:08;NO;YES;calculate payments;pay expenses;5,96;8581;9;8590;5,97;121079;129669;90,05;Accounting;FQ3758;;24.10.17;27.10.17;3;41,33;338,34;truly non-conforming
planning;file travel request;5471;08.09.17 13:29;08.09.17 13:44;YES;NO;send original documents to archive;file travel request;;;15;15;0,01;;15;0,01;Employee;PI97;69,43;17.11.17;02.12.17;15;;1354,3;truly non-conforming
planning;check if travel request needs preliminary price inquiry;5471;08.09.17 13:44;08.09.17 13:45;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;1;1;0;15;16;0,01;;;69,43;17.11.17;02.12.17;15;;;truly non-conforming
planning;decide on approval requirements;5471;08.09.17 13:45;08.09.17 13:45;NO;NO;check if travel request needs preliminary price inquiry;decide on approval requirements;0;0;0;0;0;16;16;0,01;;;69,43;17.11.17;02.12.17;15;;;truly non-conforming
planning;forward request to approver;5471;08.09.17 13:45;08.09.17 13:46;NO;NO;decide on approval requirements;forward request to approver;0;0;1;1;0;16;17;0,01;;;69,43;17.11.17;02.12.17;15;;;truly non-conforming
planning;decide on request;5471;08.09.17 14:01;08.09.17 14:09;NO;NO;forward request to approver;decide on request;0,01;15;8;23;0,02;17;40;0,03;Manager;DY1868;69,41;17.11.17;02.12.17;15;;;truly non-conforming
planning;check if booking is necessary;5471;21.09.17 12:47;21.09.17 12:49;NO;NO;decide on request;check if booking is necessary;12,94;18638;2;18640;12,94;40;18680;12,97;Travel Department;KS9688;56,47;17.11.17;02.12.17;15;;;truly non-conforming
planning;prepare booking proposal;5471;04.10.17 11:30;04.10.17 11:58;NO;NO;check if booking is necessary;prepare booking proposal;12,95;18641;28;18669;12,96;18680;37349;25,94;Travel Department;KS9688;43,5;17.11.17;02.12.17;15;;;truly non-conforming
planning;send booking proposal to employee;5471;17.10.17 11:52;17.10.17 11:53;NO;NO;prepare booking proposal;send booking proposal to employee;13;18714;1;18715;13;37349;56064;38,93;Travel Department;KS9688;30,5;17.11.17;02.12.17;15;;;truly non-conforming
planning;check booking proposal;5471;17.10.17 14:31;17.10.17 14:32;NO;NO;send booking proposal to employee;check booking proposal;0,11;158;1;159;0,11;56064;56223;39,04;Employee;PI97;30,39;17.11.17;02.12.17;15;;;truly non-conforming
planning;book travel;5471;31.10.17 13:42;31.10.17 14:06;NO;NO;check booking proposal;book travel;13,97;20110;24;20134;13,98;56223;76357;53,03;Travel Department;KS9688;16,41;17.11.17;02.12.17;15;;;truly non-conforming
reporting;check if expense documents exist;5471;05.12.17 14:30;05.12.17 15:15;NO;NO;book travel;check if expense documents exist;35,02;50424;45;50469;35,05;76357;126826;88,07;Employee;PI97;;17.11.17;02.12.17;15;3,6;;truly non-conforming
reporting;file travel expense report;5471;05.12.17 15:15;05.12.17 15:18;NO;NO;check if expense documents exist;file travel expense report;0;0;3;3;0;126826;126829;88,08;Employee;PI97;;17.11.17;02.12.17;15;3,64;;truly non-conforming
reporting;confirm travel expense report;5471;05.12.17 15:18;05.12.17 15:18;NO;NO;file travel expense report;confirm travel expense report;0;0;0;0;0;126829;126829;88,08;Employee;PI97;;17.11.17;02.12.17;15;3,64;;truly non-conforming
reporting;decide on travel expense approval;5471;06.12.17 12:59;06.12.17 13:00;NO;NO;confirm travel expense report;decide on travel expense approval;0,9;1301;1;1302;0,9;126829;128131;88,98;Manager;DY1868;;17.11.17;02.12.17;15;4,54;;truly non-conforming
reporting;send original documents to archive;5471;11.12.17 05:59;11.12.17 06:06;NO;YES;decide on travel expense approval;send original documents to archive;4,71;6779;7;6786;4,71;128131;134917;93,69;Employee;PI97;;17.11.17;02.12.17;15;9,25;;truly non-conforming
planning;file travel request;5473;08.09.17 16:19;08.09.17 16:37;YES;NO;book travel;file travel request;;;18;18;0,01;;18;0,01;Employee;LX3274;85,31;03.12.17;06.12.17;3;;288,21;truly non-conforming
